"GEOID","Pop_total","Limited_Eng","B16004_001E","Poverty","B17021_001E","Uninsured","B27010_001E","NonHisp_asian","NonHisp_pi","NonHisp_black","NonHisp_white","Hisp","NonHisp_ai","Male","Female","Age_5under","Age_5to14","Age_15to17","Age_18to20","Age_21to64","Age_65above","vac_per"
"060371096031",1162,207,1129,154,1162,133,1162,129,0,13,184,828,0,498,664,33,94,20,8,646,361,64.2
"060371096032",1424,48,1373,275,1424,76,1424,260,0,0,184,906,0,707,717,51,80,190,125,915,63,64.2
"060371096033",1711,337,1505,413,1711,296,1711,233,0,27,132,1308,0,810,901,206,160,61,35,1042,207,64.2
"060371066481",3544,625,3333,474,3522,321,3544,6,0,0,116,3416,0,1887,1657,211,465,295,214,1973,386,60.6
"060371066482",1002,218,857,439,1002,108,1002,0,0,12,12,978,0,425,577,145,144,102,73,500,38,60.6
"060371064082",771,123,647,278,771,134,771,0,0,15,9,747,0,462,309,124,146,38,43,409,11,60.6
"060371351021",1347,25,1329,75,1347,130,1347,162,0,46,832,288,0,668,679,18,127,76,47,838,241,70.4
"060371351023",1267,26,1182,42,1267,12,1267,26,0,123,782,210,0,609,658,85,127,16,122,762,155,70.4
"060371352032",1250,38,1159,26,1250,26,1250,135,0,0,907,122,0,651,599,91,237,20,0,774,128,72.5
"060371352034",591,83,573,0,573,0,591,58,0,39,464,30,0,279,312,18,50,0,0,311,212,65.3
"060371352033",1576,46,1500,62,1576,75,1576,419,0,18,856,281,0,716,860,76,265,29,53,945,208,70.4
"060371352031",2336,50,2181,71,2336,0,2336,282,0,87,1682,168,0,1094,1242,155,273,48,144,1296,420,70.4
"060371393011",1628,8,1507,36,1628,39,1628,56,0,92,1017,408,0,796,832,121,388,44,46,862,167,72.5
"060371393012",1059,88,958,22,1059,88,1059,148,0,96,580,121,0,503,556,101,8,82,33,664,171,69.7
"060371414001",1793,55,1654,94,1793,114,1793,141,0,314,980,270,0,914,879,139,238,23,20,1034,339,74.6
"060371415001",2982,32,2861,111,2982,17,2982,231,0,95,2474,138,0,1402,1580,121,421,122,61,1558,699,74.6
"060371233041",2158,343,2094,535,2158,257,2158,68,0,10,769,1220,0,1098,1060,64,264,137,197,1209,287,55.4
"060375417004",850,130,779,168,850,0,850,0,0,0,0,850,0,537,313,71,111,74,13,452,129,54.7
"060375417002",1350,378,1239,50,1350,220,1350,0,0,132,0,1218,0,670,680,111,124,56,53,885,121,54.7
"060375417006",730,107,690,41,730,8,730,0,0,55,31,644,0,335,395,40,85,53,35,410,107,54.7
"060375434001",1460,247,1378,45,1460,128,1460,231,0,233,90,891,0,662,798,82,150,48,64,824,292,67.1
"060376501014",1542,70,1504,0,1542,42,1542,927,0,51,170,318,20,862,680,38,208,129,45,874,248,72.9
"060375748002",1568,24,1540,243,1556,140,1568,169,0,258,890,180,15,824,744,28,135,15,48,1091,251,61.3
"060375748001",720,0,690,38,720,57,720,57,0,65,429,159,0,396,324,30,132,8,24,396,130,61.3
"060375749022",1764,13,1699,1068,1764,125,1764,481,0,360,619,177,6,933,831,65,59,65,317,1251,7,61.3
"060375434002",1739,149,1695,63,1739,264,1739,219,0,268,43,1170,0,851,888,44,233,80,73,980,329,67.1
"060371432002",1007,0,1007,16,1007,14,1007,57,0,25,710,186,0,512,495,0,78,10,0,841,78,55.4
"060371284004",1274,145,1192,347,1259,97,1274,195,0,344,463,264,0,554,720,82,327,52,31,655,127,52.4
"060371284003",1178,44,1088,58,1178,93,1178,100,0,8,844,167,0,553,625,90,103,14,7,821,143,71.5
"060372949002",1604,302,1426,239,1593,236,1604,80,0,21,49,1442,0,702,902,178,247,76,44,918,141,51.8
"060373002004",729,20,683,0,729,26,729,300,0,0,378,37,14,330,399,46,115,32,38,384,114,69.9
"060373002005",1617,52,1549,235,1617,111,1617,603,0,0,804,194,0,813,804,68,310,31,46,920,242,69.9
"060373002002",952,31,911,70,952,13,952,240,0,0,667,15,0,441,511,41,79,40,7,585,200,69.9
"060372181102",1211,89,1129,283,1211,169,1211,98,0,360,101,615,11,504,707,82,189,34,74,768,64,57.8
"060372181101",1984,442,1868,440,1984,275,1984,386,0,236,112,1230,6,946,1038,116,225,19,26,1215,383,57.8
"060374816051",861,178,802,78,861,73,861,523,0,0,37,301,0,457,404,59,81,28,0,606,87,71.5
"060371249021",2706,298,2563,466,2689,217,2694,154,0,344,1540,524,0,1292,1414,143,254,20,76,1632,581,66.2
"060371390014",735,0,735,88,735,0,735,45,0,0,543,31,0,295,440,0,124,0,19,502,90,74.6
"060371371042",1002,0,1002,150,1002,0,1002,155,0,12,714,86,0,489,513,0,187,58,13,491,253,72.5
"060371371041",1752,160,1634,240,1752,102,1752,74,0,52,1183,318,0,860,892,118,153,47,64,974,396,72.5
"060375544062",736,61,667,21,736,0,736,197,0,115,263,94,0,330,406,69,57,51,15,432,112,56.5
"060375544063",1884,250,1856,454,1749,140,1765,363,0,433,513,502,0,827,1057,28,252,99,79,880,546,56.5
"060375544051",663,36,632,50,663,55,663,49,0,31,256,327,0,266,397,31,64,9,27,437,95,56.5
"060375544052",2352,168,1999,331,2352,401,2352,215,13,541,386,1077,24,1051,1301,353,150,95,86,1353,315,56.5
"060375543022",1790,239,1672,219,1790,151,1790,231,0,80,132,1264,6,844,946,118,481,122,26,944,99,56.5
"060375543021",2603,131,2288,348,2603,414,2603,558,71,586,85,1273,0,1298,1305,315,252,107,147,1672,110,56.5
"060375543012",1035,68,932,130,1035,44,1035,143,0,304,131,457,0,497,538,103,20,26,7,747,132,56.5
"060375543011",1221,77,1147,32,1211,182,1221,21,0,0,142,1058,0,677,544,74,174,68,37,811,57,56.5
"060375543013",1243,133,1120,95,1243,89,1243,107,0,232,104,800,0,485,758,123,165,115,52,682,106,56.5
"060375361041",1012,239,940,192,1012,209,1012,31,0,29,45,890,0,466,546,72,119,18,52,676,75,60.1
"060375361042",1120,180,1029,36,1120,42,1120,0,0,30,31,1059,0,562,558,91,122,59,46,640,162,60.1
"060375361043",1420,419,1298,370,1420,255,1420,0,0,0,39,1381,0,754,666,122,200,66,83,810,139,60.1
"060375361044",348,65,258,106,348,25,348,0,0,0,12,326,0,170,178,90,55,6,22,159,16,60.1
"060375350023",1314,312,1257,351,1314,181,1314,0,0,44,0,1270,0,665,649,57,273,45,73,762,104,53.2
"060375350022",909,209,848,327,909,155,909,0,0,22,0,887,0,486,423,61,172,40,51,497,88,53.2
"060375350012",470,116,415,93,470,13,470,0,0,29,0,441,0,263,207,55,84,0,12,281,38,53.2
"060375350011",2573,733,2295,732,2573,399,2573,0,0,141,0,2424,0,1291,1282,278,365,138,158,1472,162,53.2
"060375338061",2572,666,2398,898,2572,402,2572,24,0,134,9,2405,0,1358,1214,174,440,111,168,1486,193,56.1
"060376006021",2542,329,2265,546,2542,576,2542,44,0,839,62,1586,0,1249,1293,277,375,138,144,1446,162,54.9
"060375028015",876,73,838,35,876,76,876,10,0,0,132,734,0,518,358,38,80,40,7,501,210,64.6
"060375028013",1429,109,1314,204,1417,92,1429,12,0,14,90,1313,0,692,737,115,169,63,55,876,151,64.6
"060375028014",1093,49,1050,109,1093,215,1093,92,0,0,140,861,0,623,470,43,93,0,52,752,153,64.6
"060375550014",2402,382,2307,294,2402,282,2402,646,0,197,176,1328,0,1181,1221,95,269,194,159,1401,284,64.6
"060374010012",450,0,439,17,450,0,450,15,0,0,320,106,0,230,220,11,31,16,26,255,111,63.7
"060374010011",1535,17,1480,51,1535,18,1535,149,0,0,1127,216,0,726,809,55,236,80,27,900,237,63.7
"060372920004",552,16,529,57,547,0,547,198,0,3,180,171,0,243,309,23,79,3,8,327,112,55.4
"060372920001",1212,68,1097,329,1212,55,1212,143,12,59,111,776,0,644,568,115,223,25,36,714,99,55.4
"060372920003",2887,592,2685,1024,2843,434,2887,509,0,509,126,1634,0,1302,1585,202,447,195,120,1714,209,55.4
"060373103003",457,24,445,0,457,23,457,104,0,0,330,23,0,189,268,12,0,10,19,286,130,67.2
"060373103004",799,47,736,32,799,25,799,73,0,0,666,51,0,424,375,63,128,40,0,415,153,67.2
"060373103001",918,9,809,56,888,14,918,184,0,0,481,242,0,501,417,109,117,43,9,463,177,67.2
"060374002061",3048,117,2911,86,3048,12,3035,588,0,49,1492,740,0,1453,1595,137,289,185,141,1717,579,61.8
"060374019022",2820,48,2689,221,2722,306,2741,292,0,251,1388,807,39,1356,1464,131,192,109,156,1580,652,61.8
"060374019024",1621,40,1543,32,1621,40,1621,92,0,0,988,429,17,757,864,78,246,102,23,718,454,61.8
"060374019021",867,2,802,33,865,0,867,13,0,10,698,131,0,370,497,65,63,18,0,543,178,61.8
"060374035001",1835,215,1776,83,1835,27,1835,699,0,52,363,661,0,892,943,59,177,64,54,937,544,62.5
"060372411201",1415,342,1347,330,1392,291,1415,7,0,251,12,1109,0,633,782,68,115,43,90,972,127,45.4
"060373017021",1752,260,1598,206,1752,170,1752,368,0,3,1247,92,0,925,827,154,165,15,35,1250,133,55.2
"060375539023",1836,119,1766,433,1836,325,1836,98,102,333,204,1078,0,938,898,70,347,118,61,1089,151,55.2
"060372220012",1618,279,1523,118,1618,185,1618,10,0,353,213,1000,0,807,811,95,180,43,118,986,196,50.4
"060372216022",633,203,615,213,633,156,633,53,0,54,16,510,0,296,337,18,122,5,20,398,70,59.5
"060372216023",936,275,902,115,936,149,936,160,0,23,8,745,0,491,445,34,166,37,12,614,73,59.5
"060372216011",1739,422,1641,497,1739,361,1739,36,0,256,142,1280,0,893,846,98,174,41,66,1215,145,59.5
"060372216012",1402,222,1373,216,1402,135,1402,142,0,198,151,857,0,741,661,29,175,100,19,914,165,59.5
"060372214022",1100,120,1064,93,983,156,1050,114,0,375,251,312,0,602,498,36,130,38,106,625,165,59.5
"060374011014",1429,32,1333,190,1429,67,1429,92,0,100,731,411,0,619,810,96,143,27,53,902,208,63.7
"060375421063",510,104,490,96,510,31,510,0,0,0,12,498,0,305,205,20,76,35,23,318,38,49.8
"060375421061",1200,291,1166,226,1189,156,1189,10,0,186,0,989,0,501,699,34,129,100,90,681,166,48.7
"060375421053",1914,215,1813,604,1914,241,1914,0,0,322,18,1574,0,999,915,101,610,80,81,920,122,48.7
"060375421051",1820,354,1705,201,1810,270,1820,0,0,144,23,1653,0,975,845,115,252,119,166,1010,158,48.7
"060379001032",1584,224,1533,379,1584,215,1584,6,0,222,338,1000,0,779,805,51,164,81,99,1004,185,38.6
"060379001033",1990,39,1851,708,1990,114,1990,0,0,168,923,873,0,874,1116,139,396,55,88,991,321,38.6
"060378005063",1526,0,1455,54,1526,13,1526,174,0,0,1189,79,0,778,748,71,176,30,65,742,442,58.2
"060378005061",1277,0,1263,143,1277,16,1277,69,0,47,1064,84,0,767,510,14,92,70,30,783,288,58.2
"060378003291",1154,0,1030,0,1154,0,1154,0,0,0,1131,23,0,640,514,124,285,52,109,524,60,58.2
"060378003292",2712,159,2579,245,2712,247,2712,157,0,93,2053,210,0,1427,1285,133,233,67,80,1690,509,70.5
"060378003293",3087,0,3040,247,3073,43,3087,323,0,81,2174,421,0,1319,1768,47,534,95,37,1841,533,71.5
"060375736011",1649,53,1609,61,1649,83,1649,97,21,314,802,345,0,914,735,40,142,16,0,1176,275,61.3
"060375736012",978,0,856,136,957,28,978,17,0,58,475,359,0,535,443,122,80,16,0,638,122,61.3
"060375736013",874,0,788,7,874,0,874,77,0,53,399,345,0,336,538,86,221,21,0,449,97,61.3
"060375736014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
"060375736015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
"060375736016",921,12,846,301,921,43,921,229,0,0,595,97,0,563,358,75,153,67,15,508,103,61.3
"060375736017",559,0,514,0,559,29,559,34,0,0,379,77,0,298,261,45,51,15,0,333,115,61.3
"060374080041",2493,189,2335,154,2488,273,2493,910,0,267,165,1110,0,1212,1281,158,329,92,63,1561,290,68.7
"060374045031",2638,428,2504,253,2615,72,2615,311,11,77,221,1962,0,1246,1392,134,329,82,143,1617,333,55.1
"060371220003",1058,201,1042,119,1058,32,1058,120,0,20,221,690,0,394,664,16,144,67,66,564,201,57.7
"060371114003",4117,462,3961,1057,4040,612,4040,343,0,365,1412,1997,0,1985,2132,156,438,39,109,2882,493,64.8
"060374634004",2095,170,2019,113,2073,110,2073,677,0,294,777,223,0,880,1215,76,99,79,31,1615,195,72.9
"060371902021",1271,208,1212,257,1271,36,1271,41,0,275,447,339,0,777,494,59,0,0,89,773,350,57.2
"060371899031",2089,62,2089,317,2089,259,2089,167,0,95,1479,312,0,1251,838,0,20,0,8,1782,279,57.2
"060371436042",2374,0,2278,247,2374,280,2374,478,0,303,1316,136,37,1370,1004,96,69,0,60,2099,50,55.4
"060371436041",1346,0,1250,99,1346,144,1346,233,0,40,808,110,15,773,573,96,37,4,12,1102,95,74.8
"060371411012",3030,33,2676,207,3030,374,3030,207,0,654,1663,388,0,1659,1371,354,328,0,153,1928,267,71.5
"060371411011",1644,0,1460,131,1644,11,1644,54,0,41,1199,302,0,707,937,184,134,26,0,1161,139,71.5
"060373101004",1251,23,1251,10,1251,0,1251,135,0,152,721,206,0,597,654,0,104,0,0,851,296,67.2
"060376508003",2997,526,2705,178,2997,87,2985,2279,0,40,498,18,0,1353,1644,292,246,13,0,1756,690,72.9
"060372943012",1040,180,1034,55,1040,71,1040,143,0,34,29,834,0,458,582,6,165,48,68,540,213,51.8
"060372933071",1409,210,1372,248,1409,58,1409,303,0,129,161,770,0,712,697,37,148,6,97,979,142,59
"060371241042",605,74,578,12,605,172,605,4,0,11,197,393,0,326,279,27,36,25,14,425,78,55.4
"060371241041",1887,248,1774,448,1871,274,1887,24,10,158,507,1080,0,1155,732,113,323,41,37,1243,130,55.4
"060371239022",2261,245,2122,426,2261,175,2261,358,0,68,1049,730,0,1101,1160,139,244,49,37,1578,214,55.4
"060371239021",407,0,380,29,407,38,407,13,0,18,343,33,0,203,204,27,19,8,0,271,82,55.4
"060371211023",977,126,942,180,923,111,964,56,0,0,288,613,0,458,519,35,145,21,66,580,130,57.7
"060371211021",825,123,819,38,825,93,825,21,0,0,275,529,0,373,452,6,122,23,16,508,150,57.7
"060371211022",677,60,655,161,677,66,677,24,0,0,576,60,0,323,354,22,87,31,0,380,157,57.7
"060371066452",1981,104,1907,52,1981,137,1981,544,0,45,1078,289,14,921,1060,74,239,105,83,1002,478,64.8
"060374603021",1056,21,1031,100,1015,115,1015,53,0,437,303,239,0,352,704,25,117,51,46,550,267,69.3
"060374603022",519,40,481,150,519,14,519,34,0,118,125,208,0,210,309,38,34,8,38,328,73,69.3
"060376511022",1523,63,1460,150,1523,32,1523,413,0,60,778,202,0,716,807,63,169,9,0,581,701,72.9
"060374087221",2236,351,2150,320,2212,210,2227,1332,0,8,309,570,0,1152,1084,86,169,46,111,1451,373,67.9
"060372031003",1541,450,1442,839,1541,168,1541,0,0,57,0,1484,0,612,929,99,342,46,121,804,129,55.8
"060374340032",1657,396,1596,502,1647,183,1657,236,0,5,42,1368,0,739,918,61,311,55,63,958,209,62.4
"060374340031",1485,402,1432,369,1485,179,1485,92,0,0,71,1322,0,796,689,53,207,105,100,928,92,62.4
"060374340033",1575,585,1541,206,1575,360,1575,338,0,0,30,1176,0,816,759,34,257,51,63,926,244,62.4
"060374335043",1745,689,1570,377,1745,359,1745,307,162,0,0,1252,0,961,784,175,228,8,42,1056,236,62.4
"060374335041",2066,453,1797,870,1994,405,2066,473,0,0,0,1593,0,1069,997,269,356,178,44,1104,115,62.6
"060379200381",883,78,786,70,883,96,883,0,0,67,380,397,0,385,498,97,133,0,0,543,110,65.6
"060379200382",827,124,794,129,827,125,827,0,0,25,173,543,11,424,403,33,110,10,25,582,67,65.6
"060374800022",1474,216,1410,53,1459,93,1474,913,0,0,310,239,0,622,852,64,164,125,8,793,320,68.9
"060374800023",1331,116,1232,54,1331,48,1331,532,0,38,372,341,0,664,667,99,142,5,16,869,200,68.9
"060374800021",818,103,786,69,732,52,746,378,0,31,247,153,0,380,438,32,50,9,23,405,299,68.9
"060375007002",1572,133,1511,156,1490,82,1490,51,0,5,94,1417,0,668,904,61,271,79,19,946,196,65.5
"060375007005",1340,137,1276,148,1340,45,1340,0,0,0,20,1320,0,719,621,64,138,69,134,704,231,65.5
"060375007006",439,34,415,9,439,44,439,0,0,0,8,412,0,200,239,24,58,24,9,275,49,65.5
"060375007001",724,51,652,74,724,84,724,27,0,12,76,609,0,295,429,72,35,31,46,470,70,65.5
"060375007004",1432,251,1383,269,1392,86,1432,0,0,10,88,1334,0,715,717,49,222,43,94,770,254,65.5
"060375007003",1643,129,1552,95,1643,34,1643,0,0,0,29,1575,0,754,889,91,199,77,131,954,191,65.5
"060376704051",2864,129,2814,79,2842,104,2842,999,0,60,1627,52,0,1363,1501,50,380,132,66,1241,995,72
"060376013024",2230,195,2112,705,2230,245,2230,25,0,810,116,1258,0,883,1347,118,327,129,133,1315,208,54.9
"060376024042",1837,222,1714,306,1837,367,1822,197,0,242,205,1162,0,1046,791,123,310,98,65,1129,112,56.8
"060376024043",2506,389,2181,653,2506,447,2506,205,0,318,136,1755,0,1207,1299,325,272,100,55,1594,160,56.8
"060374823032",2263,1043,2051,532,2263,175,2263,1848,0,0,20,395,0,1088,1175,212,309,47,55,1390,250,72.4
"060374823041",1445,348,1329,764,1445,69,1445,695,0,41,25,675,0,664,781,116,259,90,81,792,107,72.4
"060375008004",2061,107,1967,57,2044,182,2061,62,0,55,220,1679,30,1225,836,94,141,42,57,1373,354,65.5
"060375008003",1139,102,1046,15,1102,47,1129,0,0,0,14,1125,0,571,568,93,209,154,42,577,64,65.5
"060375036013",1009,164,929,4,1009,53,1009,248,0,226,227,197,55,560,449,80,97,0,21,721,90,62.4
"060375036012",853,36,845,48,853,40,853,82,9,9,317,389,0,372,481,8,73,61,32,526,153,62.4
"060375036022",2752,155,2587,204,2745,43,2752,322,0,5,1064,1329,0,1363,1389,165,193,49,98,1714,533,62.4
"060375037021",2031,14,1928,109,2031,101,2031,243,0,7,745,968,0,1056,975,103,223,79,79,1266,281,63.5
"060375040023",499,0,475,12,499,0,499,0,0,0,195,304,0,278,221,24,67,20,0,296,92,62.4
"060375040024",945,34,870,37,945,0,945,79,0,0,391,475,0,521,424,75,106,69,78,487,130,62.4
"060375040022",1091,67,1054,206,787,76,1091,206,0,139,393,302,16,508,583,37,85,85,200,568,116,62.4
"060375040021",1461,25,1407,76,1461,52,1461,127,0,54,551,698,0,717,744,54,273,58,92,866,118,62.4
"060371244003",2390,72,2181,188,2303,222,2390,148,0,124,1546,443,0,1297,1093,209,170,46,142,1416,407,66.2
"060371244002",1390,89,1313,94,1379,99,1379,32,2,5,1132,186,0,743,647,77,169,84,32,859,169,55.4
"060371274001",1345,244,1087,398,1345,300,1337,31,0,0,53,1261,0,724,621,258,322,47,69,618,31,52.4
"060371285001",1341,6,1323,78,1334,48,1341,202,0,87,763,218,0,732,609,18,112,48,0,966,197,71.5
"060371318002",4040,708,3679,597,4040,321,4040,426,0,66,695,2643,0,1987,2053,361,458,34,238,2524,425,65.8
"060371343041",1051,140,1024,117,909,112,909,346,0,0,315,390,0,563,488,27,125,15,8,620,256,58.6
"060371343061",4305,470,3894,552,4176,579,4176,526,0,285,1109,2305,0,2082,2223,411,374,112,154,2735,519,58.6
"060373116003",607,0,570,91,607,0,607,98,0,55,380,22,0,321,286,37,81,0,30,327,132,67.2
"060373116004",1064,55,1064,28,1064,0,1051,151,0,6,769,108,0,613,451,0,123,16,0,756,169,67.2
"060379901000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"060379800331",16,0,16,16,16,0,16,0,0,0,0,0,16,16,0,0,0,0,0,0,16,61.3
"060379800301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3
"060379800191",138,4,123,6,138,0,138,20,4,0,114,0,0,53,85,15,4,0,0,60,59,74.8
"060372397011",3175,606,2773,1109,3138,626,3175,0,0,583,0,2592,0,1447,1728,402,545,142,118,1801,167,47.7
"060373003012",895,0,878,39,895,44,895,192,0,0,632,46,0,429,466,17,230,0,0,394,254,55.2
"060373003013",799,138,763,20,799,60,799,270,0,0,353,176,0,366,433,36,42,0,0,624,97,55.2
"060373003014",592,0,564,40,592,29,592,0,0,0,443,35,0,278,314,28,114,8,22,310,110,55.2
"060373003015",1011,94,1011,0,1011,120,1011,139,0,0,756,0,0,461,550,0,184,0,105,554,168,55.2
"060372972012",1413,59,1327,245,1339,69,1413,72,0,111,319,793,7,806,607,86,118,54,90,884,181,54
"060372969021",1528,172,1426,254,1501,457,1528,40,0,113,337,900,0,723,805,102,53,31,60,1087,195,54
"060372969013",717,19,653,90,717,115,717,97,0,0,256,364,0,354,363,64,64,0,16,501,72,54
"060372969011",2616,301,2252,999,2616,280,2576,60,0,373,265,1728,0,1260,1356,364,565,103,18,1467,99,54
"060372933072",875,197,803,340,875,257,875,93,0,54,98,614,0,454,421,72,111,18,58,550,66,59
"060372781023",1193,0,1126,103,1193,54,1193,25,0,0,853,258,0,735,458,67,74,34,12,848,158,69.2
"060379800081",68,0,68,0,68,0,68,0,0,0,0,68,0,52,16,0,35,0,0,33,0,52.4
"060379800071",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
"060379800061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
"060374027052",2297,329,2202,112,2264,205,2292,158,0,110,282,1663,0,1163,1134,95,257,127,92,1465,261,56.4
"060374024051",992,240,896,412,992,133,992,7,0,73,9,903,0,495,497,96,150,56,61,543,86,56.4
"060374024052",651,193,588,152,651,37,651,15,0,36,0,575,0,347,304,63,97,36,28,340,87,56.4
"060376040024",637,20,558,176,637,70,637,67,0,0,344,218,0,311,326,79,107,47,33,320,51,60.2
"060376040021",885,87,885,55,885,58,885,106,0,131,145,491,0,410,475,0,41,53,76,571,144,60.2
"060373025043",859,263,847,229,859,103,859,0,0,0,423,431,0,430,429,12,82,68,0,528,169,55.2
"060373025041",2435,433,2360,402,2435,323,2435,468,0,20,1188,693,0,1011,1424,75,326,45,181,1551,257,55.2
"060373025031",1747,343,1689,306,1731,252,1747,201,0,0,1286,252,0,806,941,58,147,58,38,1100,346,55.2
"060373025032",1423,223,1293,279,1423,53,1423,142,0,0,694,566,0,651,772,130,159,65,84,780,205,55.2
"060373025033",1120,289,1052,340,1120,25,1120,300,0,0,679,123,0,471,649,68,67,79,52,698,156,55.2
"060373024013",934,150,934,198,934,53,934,58,0,91,635,150,0,333,601,0,56,0,81,712,85,55.2
"060373024014",1414,369,1293,351,1414,313,1414,150,0,11,777,476,0,747,667,121,197,91,41,743,221,55.2
"060373024015",1074,385,1025,479,1033,124,1019,117,0,0,555,402,0,522,552,49,91,57,14,626,237,55.2
"060374335042",991,315,972,248,991,137,991,315,0,15,41,620,0,524,467,19,239,33,27,597,76,62.4
"060374333072",736,193,642,241,721,186,736,26,0,0,10,700,0,374,362,94,115,47,26,437,17,62.4
"060374333073",956,227,869,252,956,142,956,164,0,0,0,772,20,489,467,87,107,79,76,516,91,62.4
"060374333071",1501,363,1465,182,1501,114,1501,812,0,6,26,524,109,698,803,36,108,63,34,1018,242,62.4
"060371041081",2295,329,2112,275,2295,185,2295,49,13,171,129,1909,0,1207,1088,183,583,73,24,1278,154,55.7
"060371041082",2168,333,1966,369,2168,87,2168,120,0,126,105,1817,0,1020,1148,202,166,103,132,1285,280,59.4
"060371041083",1538,235,1518,299,1538,182,1538,34,0,133,93,1256,0,942,596,20,185,92,50,1034,157,55.7
"060374029041",1750,291,1578,37,1750,199,1745,9,0,22,42,1620,18,759,991,172,272,93,113,969,131,56.4
"060374029042",1955,337,1819,131,1938,233,1955,99,0,19,154,1683,0,1094,861,136,294,57,45,1280,143,56.4
"060374029031",4363,882,3955,976,4319,595,4363,483,0,158,189,3465,0,2088,2275,408,649,236,173,2388,509,56.4
"060374028041",1737,448,1637,478,1732,308,1732,35,0,122,30,1532,0,882,855,100,323,125,56,1012,121,56.4
"060374028031",1394,450,1327,128,1374,242,1394,109,0,5,12,1262,0,706,688,67,220,111,95,811,90,56.4
"060374027061",1440,178,1349,231,1440,81,1440,131,0,7,139,1163,0,819,621,91,156,139,86,804,164,56.4
"060374027062",908,44,892,122,872,207,908,103,0,43,172,444,0,493,415,16,85,63,44,650,50,56.4
"060371233043",1132,303,1106,294,1132,63,1132,36,0,45,874,177,0,503,629,26,77,57,0,404,568,55.4
"060371233013",579,139,563,100,579,13,579,10,0,11,167,367,0,307,272,16,84,5,0,382,92,55.4
"060379012054",2316,45,2164,107,2316,73,2316,51,0,68,1600,548,0,1114,1202,152,277,120,201,1317,249,45.8
"060372410023",1851,130,1663,400,1851,118,1851,3,0,815,8,1013,0,762,1089,188,460,161,107,810,125,45.4
"060372410012",1353,305,1182,336,1353,307,1353,8,8,73,0,1264,0,538,815,171,163,29,83,846,61,45.4
"060372410013",1658,202,1511,412,1638,276,1658,0,0,472,5,1070,0,810,848,147,174,117,69,1022,129,45.4
"060372404021",1149,184,1041,188,1149,97,1149,39,0,343,32,735,0,516,633,108,158,0,44,675,164,44.4
"060372404022",1113,188,1096,171,1113,142,1113,0,0,364,0,747,0,485,628,17,204,118,45,674,55,44.4
"060376025071",3133,266,2864,299,3039,287,3039,193,0,1580,126,1205,0,1398,1735,269,544,84,22,1951,263,56.8
"060376025061",1721,214,1633,367,1721,314,1721,81,9,653,48,829,0,709,1012,88,202,67,68,1158,138,56.8
"060373116001",956,11,956,151,956,175,956,55,0,19,772,110,0,408,548,0,66,0,0,737,153,67.2
"060374044023",1028,68,1003,125,993,57,1023,117,0,1,100,810,0,622,406,25,61,84,88,616,154,55.1
"060375039023",1796,86,1660,52,1796,21,1796,201,0,0,435,1125,10,851,945,136,320,102,79,894,265,62.4
"060375039021",889,55,821,67,889,11,889,105,14,0,282,397,0,366,523,68,61,86,37,557,80,62.4
"060375502011",1500,143,1353,160,1485,231,1500,122,7,4,179,1178,0,821,679,147,244,47,42,870,150,61.9
"060375502012",1411,186,1285,169,1411,78,1411,52,0,101,64,1163,0,672,739,126,258,31,61,777,158,61.9
"060375440021",608,11,538,68,608,13,608,83,7,31,142,288,0,271,337,70,78,20,0,358,82,61.3
"060375440022",1476,226,1396,459,1476,226,1476,159,0,88,79,1088,11,736,740,80,208,98,53,930,107,67.1
"060375440023",1103,108,1075,15,1103,40,1103,214,13,106,150,555,0,481,622,28,120,30,75,621,229,67.1
"060375440011",570,105,514,16,570,80,570,51,0,24,66,429,0,322,248,56,47,17,0,368,82,67.1
"060375440012",1118,91,1097,114,1118,18,1118,304,14,7,133,650,0,495,623,21,151,66,59,724,97,67.1
"060375440013",1148,11,1059,29,1148,72,1148,154,153,92,104,645,0,539,609,89,175,58,0,751,75,67.1
"060375440014",1738,228,1630,135,1738,301,1738,9,61,165,18,1452,0,756,982,108,138,75,93,1114,210,67.1
"060375439051",632,140,612,184,625,90,632,165,0,18,5,444,0,297,335,20,90,74,50,318,80,67.1
"060371065102",2397,322,2203,156,2352,219,2397,87,0,62,120,2097,0,1269,1128,194,418,192,119,1271,203,60.6
"060371065103",1345,62,1273,110,1345,61,1345,236,0,81,462,557,0,624,721,72,105,27,29,896,216,60.6
"060375749023",2983,0,2803,1083,2382,99,2983,771,0,322,1134,628,19,1389,1594,180,135,25,698,1771,174,61.3
"060374002071",1222,22,1211,21,1222,19,1222,230,0,9,857,92,0,663,559,11,90,28,33,708,352,60.8
"060374002074",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.8
