"GEOID","B16004_001E","B16004_001M","B16004_007E","B16004_007M","B16004_008E","B16004_008M","B16004_012E","B16004_012M","B16004_013E","B16004_013M","B16004_017E","B16004_017M","B16004_018E","B16004_018M","B16004_022E","B16004_022M","B16004_023E","B16004_023M","B16004_029E","B16004_029M","B16004_030E","B16004_030M","B16004_034E","B16004_034M","B16004_035E","B16004_035M","B16004_039E","B16004_039M","B16004_040E","B16004_040M","B16004_044E","B16004_044M","B16004_045E","B16004_045M","B16004_051E","B16004_051M","B16004_052E","B16004_052M","B16004_056E","B16004_056M","B16004_057E","B16004_057M","B16004_061E","B16004_061M","B16004_062E","B16004_062M","B16004_066E","B16004_066M","B16004_067E","B16004_067M","B17021_001E","B17021_001M","B17021_002E","B17021_002M","B27010_001E","B27010_001M","B27010_017E","B27010_017M","B27010_033E","B27010_033M","B27010_050E","B27010_050M","B27010_066E","B27010_066M","B03002_001E","B03002_001M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_004E","B03002_004M","B03002_003E","B03002_003M","B03002_012E","B03002_012M","B03002_005E","B03002_005M"
"060375534001",1051,234,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,56,49,18,22,0,12,0,12,21,25,0,12,7,10,0,12,15,16,33,30,0,12,0,12,5,8,0,12,0,12,0,12,1131,264,109,51,1136,264,5,8,25,24,60,45,0,12,1136,264,129,87,7,10,120,73,132,64,748,232,0,12
"060375534003",809,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,25,30,28,0,12,0,12,0,12,0,12,0,12,0,12,25,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,856,241,98,129,856,241,30,40,12,13,54,31,6,8,856,241,67,103,24,44,0,12,76,48,689,229,0,12
"060375538011",1057,296,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,142,87,37,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1202,370,284,329,1202,370,41,63,87,92,35,55,0,12,1202,370,0,12,0,12,16,23,0,12,1186,372,0,12
"060375538013",2576,374,60,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12,264,116,91,66,0,12,0,12,0,12,0,12,0,12,0,12,28,36,10,22,0,12,0,12,19,31,20,30,0,12,0,12,2707,417,785,351,2707,417,19,30,111,85,284,152,0,12,2806,417,39,31,138,130,114,94,49,36,2435,425,0,12
"060375545111",2754,287,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,62,43,12,17,0,12,0,12,0,12,15,21,0,12,10,17,74,68,0,12,0,12,0,12,2847,296,101,79,2829,286,0,12,0,12,51,43,0,12,2847,296,1839,261,73,110,60,60,367,123,364,139,0,12
"060375545112",1257,225,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,61,0,12,0,12,0,12,0,12,0,12,9,14,0,12,61,47,10,15,0,12,0,12,1293,238,0,12,1293,238,0,12,49,43,13,21,0,12,1293,238,785,186,0,12,154,184,170,92,160,113,0,12
"060375545152",2200,406,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,43,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,0,12,0,12,0,12,2309,422,106,119,2325,418,0,12,41,51,96,78,0,12,2325,418,1067,258,16,61,432,303,404,200,126,124,0,12
"060375545171",2828,398,0,12,0,12,0,12,0,12,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,148,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,80,62,9,15,0,12,0,12,2852,404,139,88,2828,404,0,12,55,57,0,12,39,60,2852,404,1954,404,0,12,44,41,429,174,345,165,0,12
"060375545191",1145,258,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,18,33,36,0,12,0,12,1183,279,32,38,1183,279,0,12,0,12,9,13,0,12,1183,279,739,217,7,12,35,39,290,100,93,132,0,12
"060375545192",2284,280,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,20,0,12,67,65,0,12,0,12,0,12,0,12,0,12,0,12,0,12,101,60,132,116,0,12,0,12,2315,293,196,201,2315,293,13,19,0,12,24,36,0,12,2315,293,1537,257,0,12,62,67,267,132,262,153,93,122
"060372089042",1799,477,24,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,406,162,490,261,0,12,0,12,0,12,0,12,0,12,0,12,35,37,73,68,0,12,0,12,0,12,0,12,0,12,0,12,1848,502,829,343,1848,502,19,32,365,204,437,171,0,12,1901,503,18,28,0,12,15,23,56,36,1812,510,0,12
"060372110004",542,308,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,25,0,12,0,12,0,12,15,23,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,578,343,53,54,583,343,0,12,2,4,17,24,0,12,583,343,33,47,0,12,0,12,402,281,102,104,2,4
"060372110006",1502,390,0,12,0,12,0,12,0,12,29,43,13,21,0,12,0,12,0,12,0,12,0,12,0,12,68,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,0,12,0,12,0,12,1578,418,259,140,1578,418,13,21,64,61,42,67,0,12,1578,418,506,328,0,12,98,110,752,288,193,131,0,12
"060372110005",892,216,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,47,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,61,75,0,12,0,12,0,12,969,243,60,65,969,243,0,12,0,12,68,74,0,12,969,243,417,199,0,12,13,21,448,175,56,63,0,12
"060372110002",529,182,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,60,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,40,41,13,19,0,12,0,12,587,209,40,48,587,209,0,12,0,12,29,44,0,12,587,209,339,153,0,12,12,19,236,142,0,12,0,12
"060379105021",2292,460,28,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,270,109,125,72,0,12,0,12,60,70,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2403,498,759,467,2511,513,0,12,72,68,42,40,0,12,2511,513,127,141,0,12,604,311,122,62,1629,372,0,12
"060379105022",1844,457,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,117,70,79,85,0,12,0,12,0,12,0,12,0,12,0,12,56,52,40,39,0,12,0,12,0,12,0,12,0,12,0,12,2026,497,603,327,2026,497,0,12,63,57,159,93,19,31,2026,497,47,83,0,12,42,53,165,108,1732,505,0,12
"060375768021",2378,290,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,0,12,20,30,0,12,0,12,0,12,10,17,0,12,0,12,0,12,2501,348,282,238,2530,348,0,12,39,37,9,14,0,12,2609,341,87,56,0,12,934,358,989,206,516,151,0,12
"060375768022",1408,217,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1452,232,139,132,1452,232,0,12,36,36,0,12,0,12,1452,232,334,167,11,17,157,101,657,143,259,111,0,12
"060372111202",2812,490,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,168,83,6,19,0,12,0,12,295,162,0,12,0,12,0,12,48,78,22,39,0,12,0,12,127,100,0,12,0,12,0,12,2953,555,615,292,2953,555,37,51,255,155,247,144,0,12,2953,555,1892,417,15,24,89,114,229,148,701,372,9,18
"060372113202",2179,372,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,360,188,58,44,34,50,0,12,65,70,10,14,0,12,0,12,29,42,32,49,0,12,0,12,0,12,13,19,0,12,0,12,2518,392,795,352,2518,392,30,47,148,97,165,120,0,12,2518,392,484,208,0,12,112,94,344,107,1561,423,17,26
"060374614002",784,223,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,794,225,54,57,801,230,0,12,14,20,0,12,8,14,801,230,49,45,0,12,68,48,329,151,273,143,0,12
"060374614001",1309,192,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,46,0,12,0,12,40,58,1,2,0,12,0,12,0,12,64,64,0,12,20,31,0,12,0,12,0,12,0,12,0,12,1392,210,197,131,1421,209,0,12,60,54,29,40,0,12,1421,209,161,150,0,12,34,43,710,188,478,194,0,12
"060374614003",863,218,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,897,220,110,87,897,220,21,34,8,12,58,62,0,12,897,220,40,54,0,12,57,50,439,104,214,166,0,12
"060374634002",1578,385,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,0,12,0,12,0,12,0,12,0,12,0,12,1585,382,33,54,1585,382,0,12,45,72,0,12,0,12,1585,382,339,193,0,12,11,19,593,183,523,277,16,26
"060374634001",1094,279,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12,0,12,0,12,0,12,1258,354,53,70,1258,354,0,12,28,47,15,25,0,12,1258,354,252,188,0,12,13,25,503,182,490,300,0,12
"060374634003",752,289,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,849,337,113,181,849,337,0,12,129,183,0,12,0,12,849,337,328,223,0,12,61,80,403,210,16,27,0,12
"060374802023",784,157,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,0,12,0,12,0,12,21,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,16,0,12,0,12,0,12,872,184,19,23,872,184,0,12,6,9,11,12,0,12,872,184,348,90,0,12,0,12,276,138,219,124,16,27
"060374802022",747,141,9,14,0,12,0,12,0,12,10,15,0,12,0,12,0,12,9,13,0,12,0,12,0,12,68,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,832,169,70,58,832,169,4,6,26,22,8,12,0,12,832,169,498,134,0,12,0,12,143,84,99,86,0,12
"060374802021",777,195,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,45,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,24,0,12,0,12,0,12,849,226,28,23,849,226,0,12,16,19,0,12,0,12,849,226,265,129,0,12,21,31,128,54,414,202,0,12
"060374804001",859,300,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,64,0,12,19,31,0,12,911,332,150,117,911,332,0,12,26,42,0,12,0,12,911,332,336,160,0,12,0,12,166,107,409,312,0,12
"060374804003",1843,397,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,68,29,62,0,12,0,12,50,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,77,75,0,12,0,12,0,12,1860,406,108,104,1860,406,0,12,23,36,27,33,24,39,1860,406,874,276,0,12,0,12,222,147,507,320,25,38
"060374804002",2438,457,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,14,22,0,12,0,12,127,99,0,12,0,12,0,12,16,27,0,12,0,12,0,12,128,103,32,32,0,12,0,12,2752,531,331,203,2752,531,0,12,118,102,53,57,0,12,2767,532,1477,432,0,12,167,181,394,276,673,360,0,12
"060372122031",1245,246,20,31,0,12,0,12,0,12,0,12,0,12,0,12,0,12,185,95,40,44,0,12,0,12,26,30,0,12,18,30,0,12,0,12,20,30,0,12,0,12,0,12,0,12,0,12,0,12,1346,266,475,184,1346,266,0,12,149,110,280,141,0,12,1346,266,314,136,19,30,118,109,97,57,740,230,0,12
"060375401022",1507,399,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,75,63,61,56,0,12,0,12,0,12,0,12,0,12,0,12,54,51,33,20,0,12,0,12,0,12,0,12,0,12,0,12,1620,439,373,248,1620,439,49,60,136,76,62,60,0,12,1620,439,0,12,0,12,146,131,26,31,1448,435,0,12
"060372197002",1049,326,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,145,109,14,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,51,59,0,12,0,12,0,12,0,12,0,12,0,12,1069,338,196,119,1088,338,0,12,40,45,57,80,33,53,1088,338,48,51,0,12,303,169,35,38,702,337,0,12
"060372197003",1927,416,10,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,141,97,36,40,0,12,0,12,0,12,0,12,0,12,0,12,43,36,30,35,0,12,0,12,0,12,0,12,0,12,0,12,1993,434,239,135,1993,434,12,23,67,56,98,81,0,12,1993,434,15,24,0,12,366,228,86,76,1509,354,0,12
"060372200003",727,341,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,39,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,31,23,40,0,12,0,12,0,12,0,12,0,12,0,12,734,341,11,16,734,341,91,147,29,35,114,139,0,12,734,341,26,29,0,12,256,161,0,12,452,308,0,12
"060372200001",1337,396,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,83,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1448,480,137,111,1448,480,0,12,86,60,63,54,0,12,1448,480,122,109,0,12,576,211,105,75,645,468,0,12
"060372200004",388,200,59,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,398,206,124,108,398,206,59,97,0,12,28,46,0,12,398,206,0,12,0,12,151,111,37,53,199,177,0,12
"060372211101",888,388,29,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,213,156,54,55,0,12,0,12,0,12,0,12,0,12,0,12,47,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,915,396,226,189,915,396,19,29,87,77,127,101,0,12,915,396,9,22,0,12,51,83,52,83,803,320,0,12
"060372211201",1373,247,39,38,12,18,0,12,0,12,0,12,0,12,0,12,0,12,331,92,163,77,0,12,0,12,10,16,11,16,0,12,0,12,44,34,27,25,0,12,0,12,0,12,0,12,0,12,0,12,1481,255,498,192,1481,255,72,56,246,114,225,79,13,20,1481,255,30,45,0,12,5,7,10,11,1436,249,0,12
"060372225003",1450,358,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,156,105,170,90,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,42,0,12,0,12,0,12,0,12,0,12,0,12,1488,368,157,110,1488,368,95,80,179,117,196,102,22,35,1488,368,75,112,0,12,237,143,93,75,1058,370,0,12
"060372225001",1169,350,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,189,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1302,429,370,321,1302,429,30,43,43,50,84,55,0,12,1302,429,0,12,0,12,441,289,45,53,785,401,0,12
"060372717022",1049,213,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,23,0,12,0,12,0,12,16,18,7,13,0,12,0,12,0,12,0,12,0,12,0,12,1080,222,170,89,1080,222,0,12,16,18,74,64,0,12,1080,222,358,155,0,12,108,93,326,103,146,98,72,104
"060376505011",1287,242,0,12,0,12,0,12,0,12,31,39,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,97,0,12,0,12,0,12,1378,263,6,11,1387,265,9,14,0,12,0,12,0,12,1387,265,446,222,0,12,0,12,769,183,119,81,0,12
"060376505012",815,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,852,173,5,9,852,173,0,12,0,12,0,12,18,28,852,173,287,144,0,12,0,12,345,111,157,93,0,12
"060373009021",802,120,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,34,49,0,12,0,12,0,12,863,133,42,41,863,133,0,12,0,12,2,10,0,12,863,133,148,84,0,12,0,12,580,108,119,82,0,12
"060373009022",1088,137,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,27,0,12,0,12,0,12,0,12,1118,144,19,27,1118,144,0,12,0,12,2,7,0,12,1118,144,145,68,0,12,0,12,713,119,190,86,0,12
"060373013001",630,143,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,7,0,12,13,20,0,12,0,12,4,7,720,175,73,85,720,175,6,10,4,6,14,12,0,12,720,175,68,51,0,12,0,12,583,171,63,34,0,12
"060371233031",715,154,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,39,16,22,6,10,0,12,0,12,0,12,0,12,0,12,5,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,749,151,101,61,749,151,26,37,14,12,38,26,0,12,749,151,35,41,0,12,16,26,320,120,364,122,0,12
"060371234201",2499,393,18,30,0,12,17,30,0,12,0,12,0,12,0,12,0,12,116,71,160,155,127,66,24,27,0,12,0,12,0,12,0,12,61,55,50,45,76,59,6,12,0,12,0,12,0,12,0,12,2676,430,483,207,2676,430,11,19,140,119,182,101,0,12,2676,430,234,119,0,12,77,90,970,290,1395,418,0,12
"060371234202",878,280,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,81,51,14,21,9,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,26,0,12,0,12,0,12,0,12,0,12,894,285,69,63,894,285,24,38,75,89,25,40,0,12,894,285,47,52,0,12,86,101,370,151,391,208,0,12
"060371273001",2188,372,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,266,134,25,30,21,27,0,12,7,12,0,12,0,12,0,12,76,83,12,29,5,9,0,12,11,13,0,12,0,12,0,12,2214,411,442,286,2214,411,23,24,54,58,72,80,27,41,2355,420,274,155,12,18,119,72,461,173,1417,426,4,9
"060372162002",1006,396,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,0,12,0,12,0,12,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1100,436,0,12,1100,436,48,71,41,68,162,165,0,12,1100,436,88,115,0,12,302,170,297,147,192,137,0,12
"060372169002",705,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,58,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,867,297,0,12,867,297,0,12,0,12,0,12,0,12,867,297,0,12,0,12,67,89,297,244,428,269,0,12
"060372169004",1173,312,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,17,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1189,316,54,58,1189,316,0,12,0,12,14,24,0,12,1189,316,29,43,0,12,512,241,464,222,158,153,0,12
"060372169001",772,240,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,66,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,772,240,44,47,772,240,0,12,0,12,0,12,0,12,772,240,88,107,0,12,128,91,511,209,0,12,0,12
"060372188002",1373,276,0,12,0,12,0,12,0,12,12,18,0,12,0,12,0,12,182,105,52,46,0,12,0,12,41,37,0,12,0,12,0,12,23,34,28,36,3,9,0,12,19,25,0,12,0,12,0,12,1456,292,200,161,1456,292,13,21,81,63,95,66,0,12,1456,292,202,141,0,12,271,141,48,45,914,269,0,12
"060372188001",1263,284,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,76,54,34,37,0,12,0,12,52,33,32,38,0,12,0,12,37,27,2,8,0,12,0,12,0,12,30,37,0,12,0,12,1296,288,103,77,1296,288,0,12,127,107,66,52,26,21,1296,288,228,154,0,12,377,142,75,62,583,209,0,12
"060373115003",2114,423,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,29,16,26,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,2360,532,311,185,2360,532,42,47,128,98,96,97,0,12,2360,532,374,219,0,12,128,148,1203,283,551,400,47,72
"060373115002",1617,320,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1834,381,29,34,1834,381,0,12,29,33,57,82,0,12,1834,381,222,150,0,12,76,126,1133,299,313,168,0,12
"060376202012",776,129,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,6,0,12,0,12,0,12,0,12,0,12,0,12,0,12,857,159,76,43,869,158,0,12,0,12,7,10,0,12,869,158,14,14,0,12,19,18,748,165,56,38,0,12
"060372326001",2399,602,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,171,135,135,134,0,12,0,12,0,12,0,12,0,12,0,12,0,12,163,180,0,12,0,12,0,12,0,12,0,12,0,12,2594,662,613,352,2618,657,0,12,103,100,248,183,22,36,2618,657,0,12,0,12,315,199,42,54,2261,674,0,12
"060372326002",1901,723,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,310,183,99,95,0,12,0,12,0,12,0,12,0,12,0,12,48,51,0,12,0,12,0,12,1,4,0,12,0,12,0,12,1957,736,758,520,1957,736,0,12,193,138,178,186,0,12,1957,736,42,68,0,12,399,263,6,9,1510,725,0,12
"060372326003",2096,535,9,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,274,195,58,66,0,12,0,12,0,12,0,12,0,12,0,12,48,59,27,44,0,12,0,12,0,12,0,12,0,12,0,12,2258,592,739,473,2258,592,0,12,39,74,184,148,10,18,2258,592,26,42,0,12,652,471,8,16,1529,563,43,70
"060372340005",517,255,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,574,324,194,197,585,325,0,12,20,30,27,42,0,12,585,325,11,12,0,12,248,107,17,21,307,306,0,12
"060372340002",968,423,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1000,425,109,86,1000,425,0,12,0,12,56,60,0,12,1000,425,9,15,0,12,811,424,85,48,95,81,0,12
"060372340004",1070,347,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,44,43,26,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,13,0,12,0,12,0,12,1138,353,257,148,1138,353,0,12,37,45,27,27,0,12,1143,353,6,13,0,12,823,328,99,90,171,144,0,12
"060372340001",1870,394,23,34,0,12,0,12,0,12,0,12,0,12,0,12,0,12,85,77,111,123,0,12,0,12,0,12,0,12,0,12,0,12,36,57,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2010,466,355,330,2024,467,13,21,0,12,87,111,29,46,2024,467,0,12,0,12,549,204,38,39,1425,435,0,12
"060372343001",1192,360,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1192,360,93,75,1212,363,0,12,0,12,0,12,0,12,1212,363,42,69,0,12,932,303,40,66,165,198,0,12
"060372343004",563,217,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,584,221,71,112,584,221,0,12,0,12,14,22,0,12,584,221,41,110,0,12,497,187,19,31,13,21,0,12
"060372343002",924,259,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,924,259,182,124,924,259,0,12,0,12,94,87,0,12,924,259,0,12,0,12,908,246,0,12,0,12,0,12
"060372343003",1028,365,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1085,376,128,100,1085,376,0,12,0,12,33,52,0,12,1085,376,13,21,0,12,633,309,148,134,196,169,0,12
"060371093001",815,235,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,28,19,32,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,846,241,23,28,856,242,0,12,17,28,49,41,0,12,856,242,175,102,0,12,5,7,361,126,267,154,0,12
"060371093002",1198,306,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,29,0,12,0,12,0,12,15,19,0,12,0,12,0,12,0,12,7,12,0,12,0,12,2,7,0,12,0,12,0,12,1269,320,81,70,1269,320,0,12,63,48,48,33,0,12,1269,320,151,80,0,12,0,12,418,205,683,224,0,12
"060371094001",1246,358,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,93,86,27,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,9,13,0,12,0,12,0,12,0,12,0,12,1274,391,54,45,1274,391,0,12,56,56,105,92,0,12,1281,391,78,61,253,287,2,3,107,89,834,361,0,12
"060371094002",1534,751,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,179,189,80,83,0,12,0,12,0,12,0,12,0,12,0,12,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1606,809,48,68,1606,809,0,12,0,12,63,72,0,12,1606,809,21,32,0,12,31,45,87,94,1421,828,0,12
"060371098001",1394,341,10,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,54,52,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1487,384,33,33,1504,395,0,12,13,21,63,89,0,12,1517,397,218,123,0,12,0,12,778,300,510,314,0,12
"060371098003",995,290,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,25,32,50,0,12,0,12,27,30,0,12,0,12,0,12,1138,369,186,141,1138,369,0,12,0,12,24,32,0,12,1138,369,120,120,0,12,30,31,312,166,622,339,0,12
"060371098002",1259,521,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,46,59,56,0,12,0,12,0,12,0,12,0,12,0,12,0,12,66,59,11,16,0,12,14,22,0,12,0,12,0,12,1322,521,274,341,1322,521,0,12,31,50,0,12,0,12,1322,521,298,210,0,12,81,102,184,104,759,430,0,12
